CID,CNTRY,dwh_create_date
AW00012049,United States,2026-07-13 12:24:57.9700000
AW00012050,United States,2026-07-13 12:24:57.9700000
AW00012051,United States,2026-07-13 12:24:57.9700000
AW00012052,United States,2026-07-13 12:24:57.9700000
AW00012053,United States,2026-07-13 12:24:57.9700000
AW00012054,Canada,2026-07-13 12:24:57.9700000
AW00012055,Canada,2026-07-13 12:24:57.9700000
AW00012056,Canada,2026-07-13 12:24:57.9700000
AW00012057,United States,2026-07-13 12:24:57.9700000
AW00012058,United States,2026-07-13 12:24:57.9700000
AW00012059,United States,2026-07-13 12:24:57.9700000
AW00012060,Canada,2026-07-13 12:24:57.9700000
AW00012061,Canada,2026-07-13 12:24:57.9700000
AW00012062,United States,2026-07-13 12:24:57.9700000
AW00012063,United States,2026-07-13 12:24:57.9700000
AW00012064,United States,2026-07-13 12:24:57.9700000
AW00012065,United States,2026-07-13 12:24:57.9700000
AW00012066,United States,2026-07-13 12:24:57.9700000
AW00012067,United States,2026-07-13 12:24:57.9700000
AW00012068,United States,2026-07-13 12:24:57.9700000
AW00012069,United States,2026-07-13 12:24:57.9700000
AW00012070,United States,2026-07-13 12:24:57.9700000
AW00012071,United States,2026-07-13 12:24:57.9700000
AW00012072,United States,2026-07-13 12:24:57.9700000
AW00012073,United States,2026-07-13 12:24:57.9700000
AW00012074,Canada,2026-07-13 12:24:57.9700000
AW00012075,United States,2026-07-13 12:24:57.9700000
AW00012076,United States,2026-07-13 12:24:57.9700000
AW00012077,Canada,2026-07-13 12:24:57.9700000
AW00012078,United States,2026-07-13 12:24:57.9700000
AW00012079,United States,2026-07-13 12:24:57.9700000
AW00012080,Canada,2026-07-13 12:24:57.9700000
AW00012081,Canada,2026-07-13 12:24:57.9700000
AW00012082,United States,2026-07-13 12:24:57.9700000
AW00012083,United States,2026-07-13 12:24:57.9700000
AW00012084,United States,2026-07-13 12:24:57.9700000
AW00012085,United States,2026-07-13 12:24:57.9700000
AW00012086,Canada,2026-07-13 12:24:57.9700000
AW00012087,United States,2026-07-13 12:24:57.9700000
AW00012088,United States,2026-07-13 12:24:57.9700000
AW00012089,Canada,2026-07-13 12:24:57.9700000
AW00012090,Canada,2026-07-13 12:24:57.9700000
AW00012091,United States,2026-07-13 12:24:57.9700000
AW00012092,United States,2026-07-13 12:24:57.9700000
AW00012093,United States,2026-07-13 12:24:57.9700000
AW00012094,United States,2026-07-13 12:24:57.9700000
AW00012095,United States,2026-07-13 12:24:57.9700000
AW00012096,United States,2026-07-13 12:24:57.9700000
AW00012097,Canada,2026-07-13 12:24:57.9700000
AW00012098,United States,2026-07-13 12:24:57.9700000
AW00012099,United States,2026-07-13 12:24:57.9700000
AW00012100,United States,2026-07-13 12:24:57.9700000
AW00012101,United States,2026-07-13 12:24:57.9700000
AW00012102,United States,2026-07-13 12:24:57.9700000
AW00012103,United States,2026-07-13 12:24:57.9700000
AW00012104,United States,2026-07-13 12:24:57.9700000
AW00012105,United States,2026-07-13 12:24:57.9700000
AW00012106,Canada,2026-07-13 12:24:57.9700000
AW00012107,Canada,2026-07-13 12:24:57.9700000
AW00012108,United States,2026-07-13 12:24:57.9700000
AW00012109,United States,2026-07-13 12:24:57.9700000
AW00012110,United States,2026-07-13 12:24:57.9700000
AW00012111,United States,2026-07-13 12:24:57.9700000
AW00012112,United States,2026-07-13 12:24:57.9700000
AW00012113,Canada,2026-07-13 12:24:57.9700000
AW00012114,Canada,2026-07-13 12:24:57.9700000
AW00012115,United States,2026-07-13 12:24:57.9700000
AW00012116,United States,2026-07-13 12:24:57.9700000
AW00012117,United States,2026-07-13 12:24:57.9700000
AW00012118,United States,2026-07-13 12:24:57.9700000
AW00012119,United States,2026-07-13 12:24:57.9700000
AW00012120,United States,2026-07-13 12:24:57.9700000
AW00012121,United States,2026-07-13 12:24:57.9700000
AW00012122,Canada,2026-07-13 12:24:57.9700000
AW00012123,United Kingdom,2026-07-13 12:24:57.9700000
AW00012124,France,2026-07-13 12:24:57.9700000
AW00012125,Germany,2026-07-13 12:24:57.9700000
AW00012126,United Kingdom,2026-07-13 12:24:57.9700000
AW00012127,France,2026-07-13 12:24:57.9700000
AW00012128,Germany,2026-07-13 12:24:57.9700000
AW00012129,Germany,2026-07-13 12:24:57.9700000
AW00012130,Germany,2026-07-13 12:24:57.9700000
AW00012131,France,2026-07-13 12:24:57.9700000
AW00012132,France,2026-07-13 12:24:57.9700000
AW00012133,United Kingdom,2026-07-13 12:24:57.9700000
AW00012134,United Kingdom,2026-07-13 12:24:57.9700000
AW00012135,United States,2026-07-13 12:24:57.9700000
AW00012136,Canada,2026-07-13 12:24:57.9700000
AW00012137,United States,2026-07-13 12:24:57.9700000
AW00012138,United States,2026-07-13 12:24:57.9700000
AW00012139,United States,2026-07-13 12:24:57.9700000
AW00012140,Canada,2026-07-13 12:24:57.9700000
AW00012141,United States,2026-07-13 12:24:57.9700000
AW00012142,United States,2026-07-13 12:24:57.9700000
AW00012143,United States,2026-07-13 12:24:57.9700000
AW00012144,United States,2026-07-13 12:24:57.9700000
AW00012145,United States,2026-07-13 12:24:57.9700000
AW00012146,United States,2026-07-13 12:24:57.9700000
AW00012147,Canada,2026-07-13 12:24:57.9700000
AW00012148,United States,2026-07-13 12:24:57.9700000
AW00012149,United States,2026-07-13 12:24:57.9700000
AW00012150,United States,2026-07-13 12:24:57.9700000
AW00012151,United States,2026-07-13 12:24:57.9700000
AW00012152,United States,2026-07-13 12:24:57.9700000
AW00012153,United States,2026-07-13 12:24:57.9700000
AW00012154,Canada,2026-07-13 12:24:57.9700000
AW00012155,United States,2026-07-13 12:24:57.9700000
AW00012156,United States,2026-07-13 12:24:57.9700000
AW00012157,United States,2026-07-13 12:24:57.9700000
AW00012158,Canada,2026-07-13 12:24:57.9700000
AW00012159,Canada,2026-07-13 12:24:57.9700000
AW00012160,United States,2026-07-13 12:24:57.9700000
AW00012161,United States,2026-07-13 12:24:57.9700000
AW00012162,United States,2026-07-13 12:24:57.9700000
AW00012163,United States,2026-07-13 12:24:57.9700000
AW00012164,United States,2026-07-13 12:24:57.9700000
AW00012165,Canada,2026-07-13 12:24:57.9700000
AW00012166,Canada,2026-07-13 12:24:57.9700000
AW00012167,United States,2026-07-13 12:24:57.9700000
AW00012168,United States,2026-07-13 12:24:57.9700000
AW00012169,United States,2026-07-13 12:24:57.9700000
AW00012170,United States,2026-07-13 12:24:57.9700000
AW00012171,United States,2026-07-13 12:24:57.9700000
AW00012172,United States,2026-07-13 12:24:57.9700000
AW00012173,United States,2026-07-13 12:24:57.9700000
AW00012174,United States,2026-07-13 12:24:57.9700000
AW00012175,United States,2026-07-13 12:24:57.9700000
AW00012176,United States,2026-07-13 12:24:57.9700000
AW00012177,Canada,2026-07-13 12:24:57.9700000
AW00012178,United States,2026-07-13 12:24:57.9700000
AW00012179,United States,2026-07-13 12:24:57.9700000
AW00012180,United States,2026-07-13 12:24:57.9700000
AW00012181,United States,2026-07-13 12:24:57.9700000
AW00012182,Canada,2026-07-13 12:24:57.9700000
AW00012183,Canada,2026-07-13 12:24:57.9700000
AW00012184,United States,2026-07-13 12:24:57.9700000
AW00012185,United States,2026-07-13 12:24:57.9700000
AW00012186,United States,2026-07-13 12:24:57.9700000
AW00012187,United States,2026-07-13 12:24:57.9700000
AW00012188,United States,2026-07-13 12:24:57.9700000
AW00012189,United States,2026-07-13 12:24:57.9700000
AW00012190,United States,2026-07-13 12:24:57.9700000
AW00012191,United States,2026-07-13 12:24:57.9700000
AW00012192,United States,2026-07-13 12:24:57.9700000
AW00012193,Canada,2026-07-13 12:24:57.9700000
AW00012194,United States,2026-07-13 12:24:57.9700000
AW00012195,United States,2026-07-13 12:24:57.9700000
AW00012196,Canada,2026-07-13 12:24:57.9700000
AW00012197,United States,2026-07-13 12:24:57.9700000
AW00012198,United States,2026-07-13 12:24:57.9700000
AW00012199,United States,2026-07-13 12:24:57.9700000
AW00012200,United States,2026-07-13 12:24:57.9700000
AW00012201,United States,2026-07-13 12:24:57.9700000
AW00012202,Canada,2026-07-13 12:24:57.9700000
AW00012203,Canada,2026-07-13 12:24:57.9700000
AW00012204,United States,2026-07-13 12:24:57.9700000
AW00012205,United States,2026-07-13 12:24:57.9700000
AW00012206,United States,2026-07-13 12:24:57.9700000
AW00012207,United States,2026-07-13 12:24:57.9700000
AW00012208,United States,2026-07-13 12:24:57.9700000
AW00012209,United States,2026-07-13 12:24:57.9700000
AW00012210,United Kingdom,2026-07-13 12:24:57.9700000
AW00012211,France,2026-07-13 12:24:57.9700000
AW00012212,France,2026-07-13 12:24:57.9700000
AW00012213,Germany,2026-07-13 12:24:57.9700000
AW00012214,United Kingdom,2026-07-13 12:24:57.9700000
AW00012215,United Kingdom,2026-07-13 12:24:57.9700000
AW00012216,United Kingdom,2026-07-13 12:24:57.9700000
AW00012217,France,2026-07-13 12:24:57.9700000
AW00012218,Germany,2026-07-13 12:24:57.9700000
AW00012219,France,2026-07-13 12:24:57.9700000
AW00012220,France,2026-07-13 12:24:57.9700000
AW00012221,France,2026-07-13 12:24:57.9700000
AW00012222,United Kingdom,2026-07-13 12:24:57.9700000
AW00012223,Germany,2026-07-13 12:24:57.9700000
AW00012224,United Kingdom,2026-07-13 12:24:57.9700000
AW00012225,Germany,2026-07-13 12:24:57.9700000
AW00012226,Germany,2026-07-13 12:24:57.9700000
AW00012227,United Kingdom,2026-07-13 12:24:57.9700000
AW00012228,Germany,2026-07-13 12:24:57.9700000
AW00012229,Germany,2026-07-13 12:24:57.9700000
AW00012230,Germany,2026-07-13 12:24:57.9700000
AW00012231,Germany,2026-07-13 12:24:57.9700000
AW00012232,Germany,2026-07-13 12:24:57.9700000
AW00012233,United Kingdom,2026-07-13 12:24:57.9700000
AW00012234,France,2026-07-13 12:24:57.9700000
AW00012235,United Kingdom,2026-07-13 12:24:57.9700000
AW00012236,Germany,2026-07-13 12:24:57.9700000
AW00012237,Germany,2026-07-13 12:24:57.9700000
AW00012238,Germany,2026-07-13 12:24:57.9700000
AW00012239,United Kingdom,2026-07-13 12:24:57.9700000
AW00012240,Australia,2026-07-13 12:24:57.9700000
AW00012241,Australia,2026-07-13 12:24:57.9700000
AW00012242,Australia,2026-07-13 12:24:57.9700000
AW00012243,Australia,2026-07-13 12:24:57.9700000
AW00012244,Australia,2026-07-13 12:24:57.9700000
AW00012245,Australia,2026-07-13 12:24:57.9700000
AW00012246,Australia,2026-07-13 12:24:57.9700000
AW00012247,Australia,2026-07-13 12:24:57.9700000
AW00012248,Australia,2026-07-13 12:24:57.9700000
AW00012249,Australia,2026-07-13 12:24:57.9700000
AW00012250,Australia,2026-07-13 12:24:57.9700000
AW00012251,Australia,2026-07-13 12:24:57.9700000
AW00012252,Australia,2026-07-13 12:24:57.9700000
AW00012253,Australia,2026-07-13 12:24:57.9700000
AW00012254,France,2026-07-13 12:24:57.9700000
AW00012255,France,2026-07-13 12:24:57.9700000
AW00012256,France,2026-07-13 12:24:57.9700000
AW00012257,Germany,2026-07-13 12:24:57.9700000
AW00012258,Germany,2026-07-13 12:24:57.9700000
AW00012259,United Kingdom,2026-07-13 12:24:57.9700000
AW00012260,United Kingdom,2026-07-13 12:24:57.9700000
AW00012261,France,2026-07-13 12:24:57.9700000
AW00012262,United Kingdom,2026-07-13 12:24:57.9700000
AW00012263,United Kingdom,2026-07-13 12:24:57.9700000
AW00012264,United Kingdom,2026-07-13 12:24:57.9700000
AW00012265,France,2026-07-13 12:24:57.9700000
AW00012266,Germany,2026-07-13 12:24:57.9700000
AW00012267,France,2026-07-13 12:24:57.9700000
AW00012268,Germany,2026-07-13 12:24:57.9700000
AW00012269,France,2026-07-13 12:24:57.9700000
AW00012270,Germany,2026-07-13 12:24:57.9700000
AW00012271,United Kingdom,2026-07-13 12:24:57.9700000
AW00012272,United Kingdom,2026-07-13 12:24:57.9700000
AW00012273,Germany,2026-07-13 12:24:57.9700000
AW00012274,France,2026-07-13 12:24:57.9700000
AW00012275,Germany,2026-07-13 12:24:57.9700000
AW00012276,Germany,2026-07-13 12:24:57.9700000
AW00012277,United Kingdom,2026-07-13 12:24:57.9700000
AW00012278,Germany,2026-07-13 12:24:57.9700000
AW00012279,France,2026-07-13 12:24:57.9700000
AW00012280,France,2026-07-13 12:24:57.9700000
AW00012281,United Kingdom,2026-07-13 12:24:57.9700000
AW00012282,United Kingdom,2026-07-13 12:24:57.9700000
AW00012283,United Kingdom,2026-07-13 12:24:57.9700000
AW00012284,United Kingdom,2026-07-13 12:24:57.9700000
AW00012285,France,2026-07-13 12:24:57.9700000
AW00012286,United Kingdom,2026-07-13 12:24:57.9700000
AW00012287,United Kingdom,2026-07-13 12:24:57.9700000
AW00012288,United Kingdom,2026-07-13 12:24:57.9700000
AW00012289,United Kingdom,2026-07-13 12:24:57.9700000
AW00012290,France,2026-07-13 12:24:57.9700000
AW00012291,Germany,2026-07-13 12:24:57.9700000
AW00012292,United Kingdom,2026-07-13 12:24:57.9700000
AW00012293,United Kingdom,2026-07-13 12:24:57.9700000
AW00012294,United Kingdom,2026-07-13 12:24:57.9700000
AW00012295,France,2026-07-13 12:24:57.9700000
AW00012296,France,2026-07-13 12:24:57.9700000
AW00012297,Germany,2026-07-13 12:24:57.9700000
AW00012298,Germany,2026-07-13 12:24:57.9700000
AW00012299,United Kingdom,2026-07-13 12:24:57.9700000
AW00012300,France,2026-07-13 12:24:57.9700000
AW00012301,France,2026-07-13 12:24:57.9700000
AW00012302,Germany,2026-07-13 12:24:57.9700000
AW00012303,United Kingdom,2026-07-13 12:24:57.9700000
AW00012304,United Kingdom,2026-07-13 12:24:57.9700000
AW00012305,United Kingdom,2026-07-13 12:24:57.9700000
AW00012306,Germany,2026-07-13 12:24:57.9700000
AW00012307,France,2026-07-13 12:24:57.9700000
AW00012308,France,2026-07-13 12:24:57.9700000
AW00012309,United Kingdom,2026-07-13 12:24:57.9700000
AW00012310,United Kingdom,2026-07-13 12:24:57.9700000
AW00012311,United Kingdom,2026-07-13 12:24:57.9700000
AW00012312,France,2026-07-13 12:24:57.9700000
AW00012313,France,2026-07-13 12:24:57.9700000
AW00012314,Germany,2026-07-13 12:24:57.9700000
AW00012315,United Kingdom,2026-07-13 12:24:57.9700000
AW00012316,United Kingdom,2026-07-13 12:24:57.9700000
AW00012317,United Kingdom,2026-07-13 12:24:57.9700000
AW00012318,United Kingdom,2026-07-13 12:24:57.9700000
AW00012319,Germany,2026-07-13 12:24:57.9700000
AW00012320,United Kingdom,2026-07-13 12:24:57.9700000
AW00012321,France,2026-07-13 12:24:57.9700000
AW00012322,France,2026-07-13 12:24:57.9700000
AW00012323,France,2026-07-13 12:24:57.9700000
AW00012324,Germany,2026-07-13 12:24:57.9700000
AW00012325,United Kingdom,2026-07-13 12:24:57.9700000
AW00012326,United Kingdom,2026-07-13 12:24:57.9700000
AW00012327,Germany,2026-07-13 12:24:57.9700000
AW00012328,United Kingdom,2026-07-13 12:24:57.9700000
AW00012329,United Kingdom,2026-07-13 12:24:57.9700000
AW00012330,Germany,2026-07-13 12:24:57.9700000
AW00012331,France,2026-07-13 12:24:57.9700000
AW00012332,France,2026-07-13 12:24:57.9700000
AW00012333,France,2026-07-13 12:24:57.9700000
AW00012334,United Kingdom,2026-07-13 12:24:57.9700000
AW00012335,United Kingdom,2026-07-13 12:24:57.9700000
AW00012336,United Kingdom,2026-07-13 12:24:57.9700000
AW00012337,Australia,2026-07-13 12:24:57.9700000
AW00012338,Australia,2026-07-13 12:24:57.9700000
AW00012339,Australia,2026-07-13 12:24:57.9700000
AW00012340,Australia,2026-07-13 12:24:57.9700000
AW00012341,Australia,2026-07-13 12:24:57.9700000
AW00012342,Australia,2026-07-13 12:24:57.9700000
AW00012343,Australia,2026-07-13 12:24:57.9700000
AW00012344,Australia,2026-07-13 12:24:57.9700000
AW00012345,Australia,2026-07-13 12:24:57.9700000
AW00012346,Australia,2026-07-13 12:24:57.9700000
AW00012347,Australia,2026-07-13 12:24:57.9700000
AW00012348,Australia,2026-07-13 12:24:57.9700000
AW00012349,Australia,2026-07-13 12:24:57.9700000
AW00012350,Australia,2026-07-13 12:24:57.9700000
AW00012351,Australia,2026-07-13 12:24:57.9700000
AW00012352,Australia,2026-07-13 12:24:57.9700000
AW00012353,Australia,2026-07-13 12:24:57.9700000
AW00012354,Australia,2026-07-13 12:24:57.9700000
AW00012355,Australia,2026-07-13 12:24:57.9700000
AW00012356,Australia,2026-07-13 12:24:57.9700000
AW00012357,Australia,2026-07-13 12:24:57.9700000
AW00012358,Australia,2026-07-13 12:24:57.9700000
AW00012359,Australia,2026-07-13 12:24:57.9700000
AW00012360,Australia,2026-07-13 12:24:57.9700000
AW00012361,Australia,2026-07-13 12:24:57.9700000
AW00012362,United States,2026-07-13 12:24:57.9700000
AW00012363,Canada,2026-07-13 12:24:57.9700000
AW00012364,United States,2026-07-13 12:24:57.9700000
AW00012365,United States,2026-07-13 12:24:57.9700000
AW00012366,United States,2026-07-13 12:24:57.9700000
AW00012367,United Kingdom,2026-07-13 12:24:57.9700000
AW00012368,France,2026-07-13 12:24:57.9700000
AW00012369,Australia,2026-07-13 12:24:57.9700000
AW00012370,Australia,2026-07-13 12:24:57.9700000
AW00012371,Australia,2026-07-13 12:24:57.9700000
AW00012372,Australia,2026-07-13 12:24:57.9700000
AW00012373,France,2026-07-13 12:24:57.9700000
AW00012374,France,2026-07-13 12:24:57.9700000
AW00012375,France,2026-07-13 12:24:57.9700000
AW00012376,United Kingdom,2026-07-13 12:24:57.9700000
AW00012377,Germany,2026-07-13 12:24:57.9700000
AW00012378,Germany,2026-07-13 12:24:57.9700000
AW00012379,Germany,2026-07-13 12:24:57.9700000
AW00012380,United Kingdom,2026-07-13 12:24:57.9700000
AW00012381,United Kingdom,2026-07-13 12:24:57.9700000
AW00012382,United Kingdom,2026-07-13 12:24:57.9700000
AW00012383,France,2026-07-13 12:24:57.9700000
AW00012384,Germany,2026-07-13 12:24:57.9700000
AW00012385,United Kingdom,2026-07-13 12:24:57.9700000
AW00012386,Germany,2026-07-13 12:24:57.9700000
AW00012387,France,2026-07-13 12:24:57.9700000
AW00012388,Germany,2026-07-13 12:24:57.9700000
AW00012389,France,2026-07-13 12:24:57.9700000
AW00012390,Germany,2026-07-13 12:24:57.9700000
AW00012391,United Kingdom,2026-07-13 12:24:57.9700000
AW00012392,United Kingdom,2026-07-13 12:24:57.9700000
AW00012393,France,2026-07-13 12:24:57.9700000
AW00012394,United Kingdom,2026-07-13 12:24:57.9700000
AW00012395,France,2026-07-13 12:24:57.9700000
AW00012396,Germany,2026-07-13 12:24:57.9700000
AW00012397,Germany,2026-07-13 12:24:57.9700000
AW00012398,France,2026-07-13 12:24:57.9700000
AW00012399,Germany,2026-07-13 12:24:57.9700000
AW00012400,Germany,2026-07-13 12:24:57.9700000
AW00012401,Germany,2026-07-13 12:24:57.9700000
AW00012402,United Kingdom,2026-07-13 12:24:57.9700000
AW00012403,United Kingdom,2026-07-13 12:24:57.9700000
AW00012404,United Kingdom,2026-07-13 12:24:57.9700000
AW00012405,United Kingdom,2026-07-13 12:24:57.9700000
AW00012406,Germany,2026-07-13 12:24:57.9700000
AW00012407,Germany,2026-07-13 12:24:57.9700000
AW00012408,Germany,2026-07-13 12:24:57.9700000
AW00012409,United States,2026-07-13 12:24:57.9700000
AW00012410,United States,2026-07-13 12:24:57.9700000
AW00012411,United States,2026-07-13 12:24:57.9700000
AW00012412,United States,2026-07-13 12:24:57.9700000
AW00012413,United States,2026-07-13 12:24:57.9700000
AW00012414,United States,2026-07-13 12:24:57.9700000
AW00012415,United States,2026-07-13 12:24:57.9700000
AW00012416,United States,2026-07-13 12:24:57.9700000
AW00012417,United States,2026-07-13 12:24:57.9700000
AW00012418,United States,2026-07-13 12:24:57.9700000
AW00012419,United States,2026-07-13 12:24:57.9700000
AW00012420,United States,2026-07-13 12:24:57.9700000
AW00012421,United States,2026-07-13 12:24:57.9700000
AW00012422,United States,2026-07-13 12:24:57.9700000
AW00012423,United States,2026-07-13 12:24:57.9700000
AW00012424,United States,2026-07-13 12:24:57.9700000
AW00012425,United States,2026-07-13 12:24:57.9700000
AW00012426,United States,2026-07-13 12:24:57.9700000
AW00012427,United States,2026-07-13 12:24:57.9700000
AW00012428,United States,2026-07-13 12:24:57.9700000
AW00012429,United States,2026-07-13 12:24:57.9700000
AW00012430,Canada,2026-07-13 12:24:57.9700000
AW00012431,Canada,2026-07-13 12:24:57.9700000
AW00012432,United States,2026-07-13 12:24:57.9700000
AW00012433,United States,2026-07-13 12:24:57.9700000
AW00012434,United States,2026-07-13 12:24:57.9700000
AW00012435,United States,2026-07-13 12:24:57.9700000
AW00012436,United States,2026-07-13 12:24:57.9700000
AW00012437,United States,2026-07-13 12:24:57.9700000
AW00012438,United States,2026-07-13 12:24:57.9700000
AW00012439,United States,2026-07-13 12:24:57.9700000
AW00012440,United States,2026-07-13 12:24:57.9700000
AW00012441,United States,2026-07-13 12:24:57.9700000
AW00012442,United States,2026-07-13 12:24:57.9700000
AW00012443,United States,2026-07-13 12:24:57.9700000
AW00012444,Canada,2026-07-13 12:24:57.9700000
AW00012445,United States,2026-07-13 12:24:57.9700000
AW00012446,United States,2026-07-13 12:24:57.9700000
AW00012447,Canada,2026-07-13 12:24:57.9700000
AW00012448,United States,2026-07-13 12:24:57.9700000
AW00012449,Canada,2026-07-13 12:24:57.9700000
AW00012450,United States,2026-07-13 12:24:57.9700000
AW00012451,Canada,2026-07-13 12:24:57.9700000
AW00012452,United States,2026-07-13 12:24:57.9700000
AW00012453,United States,2026-07-13 12:24:57.9700000
AW00012454,United States,2026-07-13 12:24:57.9700000
AW00012455,United States,2026-07-13 12:24:57.9700000
AW00012456,United States,2026-07-13 12:24:57.9700000
AW00012457,United States,2026-07-13 12:24:57.9700000
AW00012458,Germany,2026-07-13 12:24:57.9700000
AW00012459,United Kingdom,2026-07-13 12:24:57.9700000
AW00012460,United Kingdom,2026-07-13 12:24:57.9700000
AW00012461,Germany,2026-07-13 12:24:57.9700000
AW00012462,Germany,2026-07-13 12:24:57.9700000
AW00012463,United Kingdom,2026-07-13 12:24:57.9700000
AW00012464,France,2026-07-13 12:24:57.9700000
AW00012465,United Kingdom,2026-07-13 12:24:57.9700000
AW00012466,France,2026-07-13 12:24:57.9700000
AW00012467,France,2026-07-13 12:24:57.9700000
AW00012468,France,2026-07-13 12:24:57.9700000
AW00012469,Germany,2026-07-13 12:24:57.9700000
AW00012470,Germany,2026-07-13 12:24:57.9700000
AW00012471,Germany,2026-07-13 12:24:57.9700000
AW00012472,France,2026-07-13 12:24:57.9700000
AW00012473,United Kingdom,2026-07-13 12:24:57.9700000
AW00012474,France,2026-07-13 12:24:57.9700000
AW00012475,Germany,2026-07-13 12:24:57.9700000
AW00012476,United Kingdom,2026-07-13 12:24:57.9700000
AW00012477,France,2026-07-13 12:24:57.9700000
AW00012478,Germany,2026-07-13 12:24:57.9700000
AW00012479,Germany,2026-07-13 12:24:57.9700000
AW00012480,France,2026-07-13 12:24:57.9700000
AW00012481,Germany,2026-07-13 12:24:57.9700000
AW00012482,France,2026-07-13 12:24:57.9700000
AW00012483,France,2026-07-13 12:24:57.9700000
AW00012484,Germany,2026-07-13 12:24:57.9700000
AW00012485,France,2026-07-13 12:24:57.9700000
AW00012486,United Kingdom,2026-07-13 12:24:57.9700000
AW00012487,Germany,2026-07-13 12:24:57.9700000
AW00012488,France,2026-07-13 12:24:57.9700000
AW00012489,France,2026-07-13 12:24:57.9700000
AW00012490,France,2026-07-13 12:24:57.9700000
AW00012491,United Kingdom,2026-07-13 12:24:57.9700000
AW00012492,United Kingdom,2026-07-13 12:24:57.9700000
AW00012493,Germany,2026-07-13 12:24:57.9700000
AW00012494,France,2026-07-13 12:24:57.9700000
AW00012495,Germany,2026-07-13 12:24:57.9700000
AW00012496,United Kingdom,2026-07-13 12:24:57.9700000
AW00012497,Germany,2026-07-13 12:24:57.9700000
AW00012498,Germany,2026-07-13 12:24:57.9700000
AW00012499,Germany,2026-07-13 12:24:57.9700000
AW00012500,Germany,2026-07-13 12:24:57.9700000
AW00012501,Germany,2026-07-13 12:24:57.9700000
AW00012502,United Kingdom,2026-07-13 12:24:57.9700000
AW00012503,United Kingdom,2026-07-13 12:24:57.9700000
AW00012504,United Kingdom,2026-07-13 12:24:57.9700000
AW00012505,United Kingdom,2026-07-13 12:24:57.9700000
AW00012506,United Kingdom,2026-07-13 12:24:57.9700000
AW00012507,Germany,2026-07-13 12:24:57.9700000
AW00012508,United Kingdom,2026-07-13 12:24:57.9700000
AW00012509,France,2026-07-13 12:24:57.9700000
AW00012510,France,2026-07-13 12:24:57.9700000
AW00012511,France,2026-07-13 12:24:57.9700000
AW00012512,Germany,2026-07-13 12:24:57.9700000
AW00012513,United Kingdom,2026-07-13 12:24:57.9700000
AW00012514,France,2026-07-13 12:24:57.9700000
AW00012515,France,2026-07-13 12:24:57.9700000
AW00012516,Germany,2026-07-13 12:24:57.9700000
AW00012517,Germany,2026-07-13 12:24:57.9700000
AW00012518,Germany,2026-07-13 12:24:57.9700000
AW00012519,United Kingdom,2026-07-13 12:24:57.9700000
AW00012520,France,2026-07-13 12:24:57.9700000
AW00012521,Germany,2026-07-13 12:24:57.9700000
AW00012522,France,2026-07-13 12:24:57.9700000
AW00012523,France,2026-07-13 12:24:57.9700000
AW00012524,France,2026-07-13 12:24:57.9700000
AW00012525,United Kingdom,2026-07-13 12:24:57.9700000
AW00012526,United Kingdom,2026-07-13 12:24:57.9700000
AW00012527,United States,2026-07-13 12:24:57.9700000
AW00012528,United States,2026-07-13 12:24:57.9700000
AW00012529,United States,2026-07-13 12:24:57.9700000
AW00012530,Canada,2026-07-13 12:24:57.9700000
AW00012531,United States,2026-07-13 12:24:57.9700000
AW00012532,Canada,2026-07-13 12:24:57.9700000
AW00012533,United States,2026-07-13 12:24:57.9700000
AW00012534,France,2026-07-13 12:24:57.9700000
AW00012535,Germany,2026-07-13 12:24:57.9700000
AW00012536,Germany,2026-07-13 12:24:57.9700000
AW00012537,France,2026-07-13 12:24:57.9700000
AW00012538,Germany,2026-07-13 12:24:57.9700000
AW00012539,France,2026-07-13 12:24:57.9700000
AW00012540,United Kingdom,2026-07-13 12:24:57.9700000
AW00012541,France,2026-07-13 12:24:57.9700000
AW00012542,France,2026-07-13 12:24:57.9700000
AW00012543,France,2026-07-13 12:24:57.9700000
AW00012544,Germany,2026-07-13 12:24:57.9700000
AW00012545,United Kingdom,2026-07-13 12:24:57.9700000
AW00012546,Germany,2026-07-13 12:24:57.9700000
AW00012547,France,2026-07-13 12:24:57.9700000
AW00012548,Germany,2026-07-13 12:24:57.9700000
AW00012549,France,2026-07-13 12:24:57.9700000
AW00012550,United Kingdom,2026-07-13 12:24:57.9700000
AW00012551,United Kingdom,2026-07-13 12:24:57.9700000
AW00012552,France,2026-07-13 12:24:57.9700000
AW00012553,France,2026-07-13 12:24:57.9700000
AW00012554,United Kingdom,2026-07-13 12:24:57.9700000
AW00012555,France,2026-07-13 12:24:57.9700000
AW00012556,Germany,2026-07-13 12:24:57.9700000
AW00012557,France,2026-07-13 12:24:57.9700000
AW00012558,Germany,2026-07-13 12:24:57.9700000
AW00012559,United Kingdom,2026-07-13 12:24:57.9700000
AW00012560,United Kingdom,2026-07-13 12:24:57.9700000
AW00012561,France,2026-07-13 12:24:57.9700000
AW00012562,France,2026-07-13 12:24:57.9700000
AW00012563,United Kingdom,2026-07-13 12:24:57.9700000
AW00012564,United Kingdom,2026-07-13 12:24:57.9700000
AW00012565,France,2026-07-13 12:24:57.9700000
AW00012566,United Kingdom,2026-07-13 12:24:57.9700000
AW00012567,United Kingdom,2026-07-13 12:24:57.9700000
